slug,recall_number,report_date,classification,status,recalling_firm,distribution_states,product
onion,F-0008-2023,2022-10-12,Class I,Completed,Renaissance Food Group,"Products were shipped to the following states: Alabama, Georgia & South Carolina.","Diced Red Onion, NET WT, 10 OZ (283g), Dist. By: Renaissance Food Group LLC 4322 Moreland Ave. Conley, GA 30288, UPC, 8 26766 18100 1"
onion,F-0007-2023,2022-10-12,Class I,Completed,Renaissance Food Group,"Products were shipped to the following states: Alabama, Georgia & South Carolina.","Diced Bell Pepper & White Onion, NET WT, 7 OZ (198g), Dist. By: Renaissance Food Group LLC 4322 Moreland Ave. Conley, GA 30288, UPC, 8 26766 19004"
onion,F-0227-2022,2021-12-08,Class I,Terminated,"Alsum Farms & Produce, Inc.","IL, MI, PA, WI","Alsum Farms & Produce Whole Red onions packaged in 2lb. (907g) bags, UPC 39186-60101 Produce of Mexico. Packed by Alsum Farms & Product, Inc., Friesland, WI 53935."
onion,F-0225-2022,2021-12-08,Class I,Terminated,"Alsum Farms & Produce, Inc.","IL, MI, PA, WI","Alsum Farms & Produce Whole White Onions, 2 lbs. (907g) UPC 39186-60051. Produce of Mexico. Packed by Alsum Farms & Product, Inc., Friesland, WI 53935."
onion,F-0228-2022,2021-12-08,Class I,Terminated,Onions 52,"Nationwide, NE, TN, TX.","5# (LB) Ctn (box) Jumbo Red Onions, Product of Mexico - Label Imperial Fresh Distributed by Carzalia Valley Produce, Columbus, NM. UPC 1039494. Imported from Chihuahua, Mexico, so…"
onion,F-0230-2022,2021-12-08,Class I,Terminated,Onions 52,"Nationwide, NE, TN, TX.","40# (LB) Ctn (box) Jumbo Yellow Onions, Product of Mexico - Label Carzalia Valley Produce, Distributed by Carzalia Valley Produce, Columbus, NM. UPC 00815222010023 Imported from C…"
onion,F-0229-2022,2021-12-08,Class I,Terminated,Onions 52,"Nationwide, NE, TN, TX.","12 count per 2 lb. mesh sacks with UPC 033383 601014 Medium Red Onions Product of Mexico Farm Fresh Label Distributed by Onions 52 Carrollton, TX. 12 count per 3 lb. mesh sacks wi…"
onion,F-0226-2022,2021-12-08,Class I,Terminated,"Alsum Farms & Produce, Inc.","IL, MI, PA, WI","Alsum Farms & Produce Whole Yellow Onions packaged in 3 lbs. (1.36kg) UPC 39186-60002 and 5 lbs. (2.27kg) UPC 39186-60003 bags. Produce of Mexico. Packed by Alsum Farms & Product,…"
onion,F-0183-2022,2021-11-24,Class I,Terminated,POTANDON PRODUCE LLC,distributed in MN and ND.,"Green Giant Fresh brand, Whole YELLOW Onions packaged in 2 lb. flexible mesh bags, UPC 60580600120-8. Green Giant Fresh brand, Whole YELLOW Onions packaged in 3 lb. flexible mesh …"
onion,F-0175-2022,2021-11-24,Class I,Terminated,Sysco Merchandising and Supply,"AL, AR, CA, CT, FL, GA, LA, MA, NC, NH, NV, NY, OK, SC, TX","Whole Yellow and Spanish onions packed in 5 pound bag, 10 pound bag; Pre cut yellow colossal onions"
onion,F-0170-2022,2021-11-24,Class I,Terminated,KEELER FAMILY FARMS,Nationwide and Ontario Canada.,"Whole raw onions - RED - imported from Chihuahua, Mexico and shipped from July 1, 2021 through August 25, 2021. Products are packaged in 25 lb. and 50 lb. mesh bags. One pallet co…"
onion,F-0180-2022,2021-11-24,Class I,Terminated,JF Palmer & Sons Produce,"MN, TX, CA, MD","Onions Red Jumbo, packaged in 25 pound bulk bags"
onion,F-0184-2022,2021-11-24,Class I,Terminated,POTANDON PRODUCE LLC,distributed in MN and ND.,"Green Giant Fresh brand, Whole WHITE Onions packaged in 2 lb. flexible mesh bags, UPC 60580600218-2."
onion,F-0171-2022,2021-11-24,Class I,Terminated,KEELER FAMILY FARMS,Nationwide and Ontario Canada.,"Whole raw onions - WHITE - imported from Chihuahua, Mexico and shipped from July 1, 2021 through August 25, 2021. Products are packaged in 25 lb. and 50 lb. mesh bags. One pallet …"
onion,F-0178-2022,2021-11-24,Class I,Terminated,JF Palmer & Sons Produce,"MN, TX, CA, MD","Onions Yellow, Small, Medium, Large, Jumbo, Colossal, Super Colossal packaged in 16.3 pound and 50 pound bulk bags"
onion,F-0172-2022,2021-11-24,Class I,Terminated,KEELER FAMILY FARMS,Nationwide and Ontario Canada.,"Whole raw onions - YELLOW - imported from Chihuahua, Mexico and shipped from July 1, 2021 through August 25, 2021. Products are packaged in 25 lb. and 50 lb. mesh bags. One pallet…"
onion,F-0181-2022,2021-11-24,Class I,Terminated,Bix Produce Company LLC,"IA, MN, ND, SD, WI","Raw onion sold in bags or sliced and diced with the following item numbers and lot code. 1. RED JUMBO 25# 1/25 LB, item 06370; 2. ONIONS,RED JUMBO 1/5 LB, item 06373; 3. ONIONS,RE…"
onion,F-0177-2022,2021-11-24,Class I,Terminated,"Pier-C Produce, Inc.",Domestic distribution - Florida,"Pier-C Produce, Inc., White Onions Grade No 1, Net Wt 2 lbs (0.907 KG), Distributed by Pier C Produce, Leamington, Ontario, Produce of Mexico"
onion,F-0179-2022,2021-11-24,Class I,Terminated,JF Palmer & Sons Produce,"MN, TX, CA, MD","Onions White, Medium, Large, Jumbo, packaged in 50 pound bulk bags"
onion,F-0124-2022,2021-11-17,Class II,Terminated,E-Z Spuds Inc,"Manufacturers and Food service establishments in the Chicago, IL metro area",E-Z Spuds Inc. fresh cut green onion products (10 lbs) crosscut
onion,F-0123-2022,2021-11-17,Class I,Terminated,E-Z Spuds Inc,"Manufacturers and Food service establishments in the Chicago, IL metro area","E-Z Spuds Inc. fresh cut onion products (10, 20, 30 lbs) diced, sliced, Julienne, whole peeled"
onion,F-0116-2022,2021-11-10,Class I,Terminated,POTANDON PRODUCE LLC,Distributed in ND and MN.,"Green Giant Fresh whole RED onions in 2 lbs. flexible mesh bags, (18/2 lb. pkg per case) - UPC 60580600248-9."
onion,F-0112-2022,2021-11-10,Class I,Terminated,ProSource Produce LLC,"Distributed in AL, AR, AZ, CA, CO, CT, FL, GA, IA, ID, IL, IN, KS, KY, LA, MA, MD, MI, MN, MO, MS, NC, NE, NJ, NM, NY, …","Whole raw YELLOW onions are imported from Chihuahua of MEXICO. Products are packaged in 50 lb., 25 lb., 10 lb., 5 lb., 3 lb., and 2 lb. mesh sacks and in 50 lb., 40 lb., 25 lb., 1…"
onion,F-0111-2022,2021-11-10,Class I,Terminated,ProSource Produce LLC,"Distributed in AL, AR, AZ, CA, CO, CT, FL, GA, IA, ID, IL, IN, KS, KY, LA, MA, MD, MI, MN, MO, MS, NC, NE, NJ, NM, NY, …","Whole raw RED onions are imported from Chihuahua of MEXICO. Products are packaged in 50 lb., 25 lb., 10 lb., 5 lb., 3 lb., and 2 lb. mesh sacks and in 50 lb., 40 lb., 25 lb., 10 l…"
onion,F-0114-2022,2021-11-10,Class I,Terminated,POTANDON PRODUCE LLC,Distributed in ND and MN.,"Green Giant Fresh whole YELLOW onions in 2 lbs. flexible mesh bags, (25/2 lb. pkg. per case) - UPC 60580600120-8. Green Giant Fresh whole YELLOW onions in 3 lbs. flexible mesh bag…"
onion,F-0113-2022,2021-11-10,Class I,Terminated,ProSource Produce LLC,"Distributed in AL, AR, AZ, CA, CO, CT, FL, GA, IA, ID, IL, IN, KS, KY, LA, MA, MD, MI, MN, MO, MS, NC, NE, NJ, NM, NY, …","Whole raw WHITE onions are imported from Chihuahua of MEXICO. Products are packaged in 50 lb., 25 lb., 10 lb., 5 lb., 3 lb., and 2 lb. mesh sacks and in 50 lb., 40 lb., 25 lb., 10…"
onion,F-0115-2022,2021-11-10,Class I,Terminated,POTANDON PRODUCE LLC,Distributed in ND and MN.,"Green Giant Fresh whole WHITE onions in 2 lbs. flexible mesh bags, (25/2 lb. pkg per case) - UPC 60580600218-2."
onion,F-1597-2020,2020-10-07,Class I,Terminated,"Spokane Produce, Inc.","distributed in ID, MT, OR, WA, and WY.","Item 78500 Onion Red Diced, Refrigerated, net wt. 5 LB, packaged in Sealed Plastic Bag. No label."
onion,F-1602-2020,2020-10-07,Class I,Terminated,"Spokane Produce, Inc.","distributed in ID, MT, OR, WA, and WY.","Item 79000 Onion Yellow Diced, Refrigerated, net wt. 5 LB, packaged in Sealed Plastic Bag. No label. Item 79007 Onion Yellow Diced, Refrigerated, net wt. 2 LB, packaged in Sealed …"
onion,F-1599-2020,2020-10-07,Class I,Terminated,"Spokane Produce, Inc.","distributed in ID, MT, OR, WA, and WY.","Item 78750 Onion Red Sliced, Refrigerated, net wt. 5 LB, packaged in Sealed Plastic Bag. No label. Item 78751 Onion Red Sliced, Refrigerated, net wt. 5 LB, packaged in Sealed Plas…"
onion,F-1607-2020,2020-10-07,Class I,Terminated,"Spokane Produce, Inc.","distributed in ID, MT, OR, WA, and WY.","Item 79090 Onion Yellow Sliced, Refrigerated, net wt. 5 LB, packaged in Sealed Plastic Bag. No label. Item 79100 Onion Yellow Sliced, Refrigerated, net wt. 5 LB, packaged in Seale…"
onion,F-1601-2020,2020-10-07,Class I,Terminated,"Spokane Produce, Inc.","distributed in ID, MT, OR, WA, and WY.","Item 79371 Onion White Sliced, Refrigerated, net wt. 5 LB, packaged in Sealed Plastic Bag. No label."
onion,F-1603-2020,2020-10-07,Class I,Terminated,"Spokane Produce, Inc.","distributed in ID, MT, OR, WA, and WY.","Item 79009 Onion Yellow Diced 3/8"", Refrigerated, net wt. 14 OZ, packaged in Sealed Plastic Bag. No label."
onion,F-1600-2020,2020-10-07,Class I,Terminated,"Spokane Produce, Inc.","distributed in ID, MT, OR, WA, and WY.","Item 78800 Onion White Diced, Refrigerated, net wt. 5 LB, packaged in Sealed Plastic Bag. No label. Item 78801 Onion White Diced, Refrigerated, net wt. 2 LB, packaged in Sealed Pl…"
onion,F-1436-2020,2020-09-23,Class I,Terminated,Lancaster Foods LLC,"Bulk Product distributed PA,AR,MD,MA,VA,DE,CT to various retailers.","Red Onions, Bulk"
onion,F-1335-2020,2020-09-09,Class I,Terminated,Triple B Corporation,distributed in AK only.,"Charlies Produce Anchorage, WHITE Peeled Onions, Jumbo, Ready To Eat (RTE), keep refrigerated. Shelf-life: packing date plus 6 days. Packed in corrugated cardboard box. Net. wt. 2…"
onion,F-1336-2020,2020-09-09,Class I,Terminated,Triple B Corporation,distributed in AK only.,"Charlie s Produce Anchorage, RED Peeled Onions, Jumbo, Ready To Eat (RTE), keep refrigerated. Shelf-life: packing date plus 6 days, packed in corrugated cardboard box. Net. wt. 20…"
onion,F-1337-2020,2020-09-09,Class I,Terminated,Triple B Corporation,distributed in AK only.,"Charlies Produce Anchorage, YELLOW Peeled Onions, Jumbo, Ready To Eat (RTE), keep refrigerated. Shelf-life: packing date plus 6 days. Packed in corrugated cardboard box. Net. wt. …"
onion,F-1365-2020,2020-09-09,Class I,Terminated,Giant Eagle,"Product was produced and sold in Giant Eagle and Market District locations in IN, OH, MD, WV and PA.",Sub Shop-Red Onions. Expiration 7/31/2020. Ingredients raw red onion.
onion,F-1260-2020,2020-09-02,Class I,Terminated,Emerald Fruit & Produce Inc,distributed in OR only.,"M60026CS Onions Yellow Sliced sold by pound for foodservice use. Product is perishable, refrigerated, shelf life 5 days, and packed in 5 lbs. cello bags. No label was attached/pro…"
onion,F-1262-2020,2020-09-02,Class I,Terminated,Emerald Fruit & Produce Inc,distributed in OR only.,"M60027CS Onions Yellow Whole Peeled sold by pound for foodservice use. Product is perishable, refrigerated, shelf life 5 days, and packed in 5 lbs. cello bags. No label was attach…"
onion,F-1255-2020,2020-09-02,Class I,Terminated,Progressive Produce LLC,"AZ, CA, NV and UT",Red Onions; Pacific Gold 25 Lb. RED Onion JBO - Pacific Gold w/plu 50 lb. SX Red Onion JBO US #1 Sold to consumers in bulk pins. in bulk bins
onion,F-1269-2020,2020-09-02,Class I,Terminated,Emerald Fruit & Produce Inc,distributed in OR only.,"Onions White Whole Dry 5 lb bag (item 78158) for foodservice use, shelf life 14 days, packed in 5 lbs. cello bag and stored in box - No label was attached/provided."
onion,F-1266-2020,2020-09-02,Class I,Terminated,Emerald Fruit & Produce Inc,distributed in OR only.,"M60024CS Onions Red Whole Peeled sold by pound for foodservice use. Product is perishable, refrigerated, shelf life 5 days, and packed in 5 lbs. cello bags. No label was attached/…"
onion,F-1263-2020,2020-09-02,Class I,Terminated,Emerald Fruit & Produce Inc,distributed in OR only.,"M60023CS Onions Red Sliced sold by pound for foodservice use. Product is perishable, refrigerated, shelf life 5 days, and packed in 5 lbs. cello bags. No label was attached/provid…"
onion,F-1267-2020,2020-09-02,Class I,Terminated,Emerald Fruit & Produce Inc,distributed in OR only.,"M60064CS Onions White Sliced sold by pound for foodservice use. Product is perishable, refrigerated, shelf life 5 days, and packed in 5 lbs. cello bags. No label was attached/prov…"
onion,F-1264-2020,2020-09-02,Class I,Terminated,Emerald Fruit & Produce Inc,distributed in OR only.,"M60022CS Onions Red Diced sold by pound for foodservice use. Product is perishable, refrigerated, shelf life 5 days, and packed in 5 lbs. cello bags. No label was attached/provide…"
onion,F-1265-2020,2020-09-02,Class I,Terminated,Emerald Fruit & Produce Inc,distributed in OR only.,"Onions Red Whole Dry 5 lb. bag (item 78156) for food service use, shelf life 14 days, packed in 5 lbs. cello bag and stored in box - No label was attached/provided."
onion,F-1261-2020,2020-09-02,Class I,Terminated,Emerald Fruit & Produce Inc,distributed in OR only.,"M60025CS Onions Yellow Diced sold by pound for foodservice use. Product is perishable, refrigerated, shelf life 5 days, and packed in 5 lbs. cello bags. No label was attached/prov…"
onion,F-1256-2020,2020-09-02,Class I,Terminated,Progressive Produce LLC,"AZ, CA, NV and UT",Yellow Onions; Pacific Gold 50 Lb. SX Yellow onion w/PLU sticker Sold to consumers in bulk bins
onion,F-1268-2020,2020-09-02,Class I,Terminated,Emerald Fruit & Produce Inc,distributed in OR only.,"M60058CS Onions White Diced sold by pound for foodservice use. Product is perishable, refrigerated, shelf life 5 days, and packed in 5 lbs. cello bags. No label was attached/provi…"
onion,F-1270-2020,2020-09-02,Class I,Terminated,Emerald Fruit & Produce Inc,distributed in OR only.,"Onions Yellow Whole Dry 5 lb. bag (item 78155) for foodservice use. Shelf life 14 days, packed in 5 lbs. cello bag and stored in box - No label was attached/provided."
onion,F-1272-2020,2020-09-02,Class I,Terminated,"Thomson International, Inc.",Nationwide and Canada,"Red onions; Packed under brand names of Thomson Premium, Onions 52, Utah Onions, Harley's Best, Onions 52, Imperial Fresh, TLC Thomson International, El Competidor Thomson Premium…"
onion,F-1322-2020,2020-08-19,Class II,Terminated,San Francisco Street Bakery Inc.,distributed in WA only.,"Onion Bagel, San Francisco Street Bakery brand, keep at ambient temperature. Packaged in flex poly bags for bulk or various quantities specific to customer order. No UPC. The bage…"
onion,F-1066-2020,2020-07-22,Class II,Terminated,Fresh Express Incorporated,"Domestic: Midwestern states of AR, CT, DC, DE, IA, IL, IN, KS, KY, MA, MD, ME, MI, MN, MO, MT, NC, ND, NE, NH, NJ, NY, …","Fresh Express Gourmet Cafe Creative Classics Chopped Asian 6.25 oz., UPC 071279407111, Red and green cabbage, romaine lettuce, carrots & green onions"
orange,F-0581-2025,2025-03-05,Class II,Completed,Rajbhog Distributors TX Inc.,Texas,"Rajbhog Sweets Jelebi Orange, 9.5 oz packages and sold by weight from bulk trays."
orange,F-0059-2025,2024-10-30,Class II,Terminated,"Youngstown Grape Distributors, Inc.","CA, TX, WA, KY, NC, NY, IL, VA, AL, GA, KS, CT, MI, MA, PA, OH, MD, WI, ND, MO, TN, NE, KS, RI, MN, FL, SC, IN, NJ, IA,…","Happy Moose Juice Strawberry Field packaged in a plastic 12 fl. oz. bottle. Ingredients: Organic Apple Juice, Organic Orange Juice, Organic Strawberry Puree, Organic Beet Juice, O…"
orange,F-0058-2025,2024-10-30,Class II,Terminated,"Youngstown Grape Distributors, Inc.","CA, TX, WA, KY, NC, NY, IL, VA, AL, GA, KS, CT, MI, MA, PA, OH, MD, WI, ND, MO, TN, NE, KS, RI, MN, FL, SC, IN, NJ, IA,…","Happy Moose Juice Tropical Roots packaged in a plastic 12 fl. oz. bottle. Ingredients: Mandarin Orange, Organic Carrot Juice, Organic Pineapple Juice, Lemon Juice, and Organic Tur…"
orange,F-1409-2023,2023-08-23,Class III,Terminated,Dilettante Chocolates Inc,Distributed to firm's retail store locations in WA,"Dilettante Mocha Cafe brand L'Orange Dark Bulk Truffles, perishable, sold individual pieces out of retail display cases. The display placard declares milk in the ingredients state…"
orange,F-0762-2023,2023-05-03,Class II,Terminated,"Rajbhog Distributors, Inc","Dallas, Plano, Frisco, Irving, Sugarland and Austin Texas areas.",Rajbhog Sweets Orange Jalebi Net Weight: 10 oz. UPC 3542647018 packaged in a plastic container and in bulk sold by weight
orange,F-1004-2021,2021-09-15,Class I,Terminated,KBF INC,"New York, Maryland, Virginia, Pennsylvania, Connecticut, Massachusetts and Michigan",Banoful Top Orange Biscuit
orange,F-0749-2021,2021-07-07,Class I,Terminated,Marquis Worldwide Specialty Inc,"U.S. distribution to the following: CA, TX, and AZ. No foreign distribution.","Conah Organic Enoki Mushrooms; 200 g (7.05 oz.) clear package with orange bottom UPC 8 51511 00770 1 Distributed by: Marquis Worldwide Specialty Inc. City of Industry, CA 91748 Co…"
orange,F-0748-2021,2021-06-16,Class I,Terminated,RAINFIELD MARKETING GROUP,"U.S. distribution to the following: CA, TX, MD No foreign distribution.","Enoki Mushroom, 150g clear plastic bag with orange bottom; UPC 085412004020 Product of Korea Do no consume Raw Distributed by Rainfield Marketing Group"
oregano,F-1388-2022,2022-07-13,Class I,Terminated,OS Holding Inc,"Distributed in AZ, MN, and WI.","Organic Oregano Ground is packed in bulk 35 lbs. cases with food-grade poly bag that is labeled in parts: ""OREGONSPICE COMPANY***OG Oregano Ground***Net Wt 35 lb (15.89 kg)***1332…"
oregano,F-1403-2022,2022-07-13,Class I,Terminated,Pure Ground Ingredients,"U.S. distribution to the following: OR, WI, MD, CO. No foreign distribution.","Pure Ground Ingredients Organic Oregano Leaf Powder Item#: OREO-PW Weight: 35 LBS/15.89 kgs Processed and Packaged at Pure Ground Ingredients 2535 Business Parkway Minden, NV 8942…"
papaya,F-1314-2022,2022-06-22,Class II,Terminated,THISTLE HEALTH INC,"U.S. distribution to the following: CA, NV, OR, WA No foreign distribution.",Thistle Tropical Limeade Cold-Pressed Organic Juice watermelon pineapple lime strawberry papaya activated charcoal 32 FL OZ (355 mL) Keep Refrigerated Distributed By: Thistle Heal…
parmesan,H-0221-2026,2025-12-10,Class II,Terminated,Great Lakes Cheese Co Inc,"AL, AR, AZ, CA, CO, FL, GA, ID, IL, IN, KS, KY, LA, MN, MO, MS, NC, NE, NM, NV, NY, OK, OR, PA, SC, TN, TX, UT, VA, WA,…","Good & Gather Mozzarella & Parmesan shredded cheese blend, Fine Cut, 8 oz., individually packaged in a plastic bag, UPC 8523903856, 12/case"
parmesan,F-1010-2024,2024-03-06,Class I,Terminated,"Sargento Foods, Inc.","AZ, CA, FL, GA, IL, IN, MD, NC, NJ, NV, OH, RI, TX, WA, WI","Parmesan cheese packaged in the following configurations: 1. Sargento Fresh Grated Parmesan Cheese Pack Size 500/0.5 oz. Material #10000278, UPC 46100348659. 2. Sargento Part #101…"
parsley,H-0433-2026,2026-02-04,Class I,Completed,"SUPERFOODS, INC.","Nationwide, including Puerto Rico, Guam, and Virgin Islands; United Kingdom","Live it Up brand Super Greens; Chlorella, Spirulina, Wheatgrass, Kale, Broccoli, Spinach, Barley grass, Moringa, Parsley; Whole food dietary supplement powder; 30 day supply; NET …"
parsley,H-0434-2026,2026-02-04,Class I,Completed,"SUPERFOODS, INC.","Nationwide, including Puerto Rico, Guam, and Virgin Islands; United Kingdom","a.) Live it Up brand Super Greens; Natural Wild Berry Flavor; Chlorella, Spirulina, Wheatgrass, Kale, Broccoli, Spinach, Barley grass, Moringa, Parsley; Whole food dietary supplem…"
parsley,H-0174-2026,2025-11-19,Class I,Terminated,Pacific International Marketing,"AZ, CA, FL, GA, MN, MI, NV, OH","Carton Label: PACIFIC FRESH VEGETABLES PACIFIC INTERNATIONAL MARKETING SALINAS, CA 93912 Carton Sticker Label: Conv Italian Parsley 60 Ct Ctn Pacific Product of USA Distributed By…"
parsley,H-0177-2026,2025-11-19,Class I,Terminated,Pacific International Marketing,"AZ, CA, FL, GA, MN, MI, NV, OH","Carton Label: PACIFIC STRAIGHT FROM THE FIELDS FRESH HERBS 4/24 BUNCH ITALIAN PARSLEY BAGS PRODUCE OF U.S.A. PACIFIC INTERNATIONAL MARKETING SALINAS, CA 93912 Carton Sticker Label…"
parsley,H-0176-2026,2025-11-19,Class I,Terminated,Pacific International Marketing,"AZ, CA, FL, GA, MN, MI, NV, OH","Carton Label: PACIFIC FRESH VEGETABLES PACIFIC INTERNATIONAL MARKETING SALINAS, CA 93912 PRODUCE OF U.S.A. Sticker Label: Conv Italian Parsley 30 Ct Iceless Pacific Product of USA…"
parsley,H-0175-2026,2025-11-19,Class I,Terminated,Pacific International Marketing,"AZ, CA, FL, GA, MN, MI, NV, OH","Carton Label: PACIFIC FRESH VEGETABLES PACIFIC INTERNATIONAL MARKETING SALINAS, CA 93912 Carton Sticker Label: Conv Italian Parsley 60 Ct Iceless Pacific Product of USA Distribute…"
parsley,F-0013-2022,2021-10-20,Class II,Terminated,Dole Fresh Vegetables Inc,"U.S. distribution to the following: FL, IA, MI, MN, and MO No foreign distribution.",Bunches of curly parsley packed in cardboard cases received at distributor level with following labeling: Herb Parsley Curly Grown in Salinas 60EA x 60EA Bunch US or 30EA x 60EA B…
parsley,F-0037-2021,2020-10-28,Class I,Terminated,Red Monkey Foods Inc,Distributed the through retail stores nationwide.,"Dried Parsley packaged in the following ways: 1) World Market, Organic Parsley NET WT. 0.3 OZ (8.5 g), Distributed by Cost Plus, Inc., Alameda, CA UPC 2533 3251; 2) Organics, Orga…"
parsley,F-0034-2021,2020-10-28,Class I,Terminated,High Quality Organics,"CO, MN, CA, MO, WA,ME, NY, GA, OH, ID, TX and one customer in Canada","High Quality Organics Organic Parsley, Medium, Organic Parsley Fines 50 lbs. 25 lbs. 20 lbs. 0.25 lbs."
parsley,F-0039-2021,2020-10-28,Class I,Terminated,Sauer Brands Inc - SLO,nationwide and on line sales,The Spice Hunter Organic Parsley 0.23 oz. Jar UPC 8105701659 Case UPC 40081057016594
parsley,F-1310-2020,2020-09-02,Class II,Terminated,"Wegmans Food Markets, Inc.","VA, NJ, MD, PA, NC, NY","Seasoned Whole Bronzini; by the lb.; whole bronzini with lemon, parsley, and thyme; packaged in an oven ready tray; package size varies; keep refrigerated"
